"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
1015,"4165","Health policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de la santé","Health policy researchers, consultants & program officers",,4,1010,2011,300,,O
1016,"4166","Education policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques de l'enseignement","Education policy researchers, consultants & program officers",,4,1010,2011,301,,O
1017,"4167","Recreation, sports and fitness policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programme en sports, en loisirs et en conditionnement physique","Recreation, sports & fitness policy researchers, consultants & program officers",,4,1010,2011,302,,O
1018,"4168",Program officers unique to government,Agents/agentes de programmes propres au gouvernement,Program officers unique to government,,4,1010,2011,303,,O
1019,"4169","Other professional occupations in social science, n.e.c.","Autres professionnels/professionnelles des sciences sociales, n.c.a.","Other professional occupations in social science, n.e.c.",,4,1010,2011,304,,O
1020,"42","Paraprofessional occupations in legal, social, community and education services",,"Paraprofessional occupations in legal, social, community & education services",,2,989,2011,305,,
1021,"421","Paraprofessional occupations in legal, social, community and education services			 ",,"Paraprofessional occupations in legal, social, community & education services    ",,3,1020,2011,306,,
1022,"4211",Paralegal and related occupations,Techniciens/techniciennes juridiques et personnel assimilé,Paralegal & related occupations,,4,1021,2011,307,,A
1023,"4212",Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires,Social & community service workers,,4,1021,2011,308,,A
1024,"4156",Employment counsellors,Conseillers/conseillères en emploi,Employment counsellors,,4,1004,2011,309,,O
1025,"4214",Early childhood educators and assistants,Éducateurs/éducatrices et aides-éducateurs/aides-éducatrices de la petite enfance,Early childhood educators & assistants,,4,1021,2011,310,,A
1026,"4215",Instructors of persons with disabilities,Instructeurs/instructrices pour personnes ayant une déficience,Instructors of persons with disabilities,,4,1021,2011,311,,A
1027,"4216",Other instructors,Autres instructeurs/instructrices,Other instructors,,4,1021,2011,312,,O
1028,"4217",Other religious occupations,Autre personnel relié à la religion,Other religious occupations,,4,1021,2011,313,,O
1029,"5","Art, culture, recreation and sport occupations ",,"Occupations in art, culture, recreation & sport",,1,,2011,314,,
1030,"51",Professional occupations in art and culture,,Professional occupations in art & culture,,2,1029,2011,315,,
1031,"511","Librarians, archivists, conservators and curators							 ",,"Librarians, archivists, conservators & curators        ",,3,1030,2011,316,,
1032,"5111",Librarians,Bibliothécaires,Librarians,,4,1031,2011,317,,O
1033,"5112",Conservators and curators,Restaurateurs/restauratrices et conservateurs/conservatrices,Conservators & curators,,4,1031,2011,318,,O
1034,"5113",Archivists,Archivistes,Archivists,,4,1031,2011,319,,O
1035,"512","Writing, translating and related communications professionals					 ",,"Writing, translating & related communications professionals      ",,3,1030,2011,320,,
1036,"5121",Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines",Authors & writers,,4,1035,2011,321,,O
1037,"5122",Editors,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles",Editors,,4,1035,2011,322,,O
1038,"5123",Journalists,Journalistes,Journalists,,4,1035,2011,323,,O
1039,"1123","Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques","Professional occupations in advertising, marketing & public relations",,4,789,2011,324,,O
1040,"5125","Translators, terminologists and interpreters","Traducteurs/traductrices, terminologues et interprètes","Translators, terminologists & interpreters",,4,1035,2011,325,,O
1041,"513",Creative and performing artists									 ,,Creative & performing artists          ,,3,1030,2011,326,,
1042,"5131","Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé","Producers, directors, choreographers & related occupations",,4,1041,2011,327,,O
1043,"5132","Conductors, composers and arrangers","Chefs d'orchestre, compositeurs/compositrices et arrangeurs/arrangeuses","Conductors, composers & arrangers",,4,1041,2011,328,,O
1044,"5133",Musicians and singers,Musiciens/musiciennes et chanteurs/chanteuses,Musicians & singers,,4,1041,2011,329,,O
1045,"5134",Dancers,Danseurs/danseuses,Dancers,,4,1041,2011,330,,O
1046,"5135",Actors and comedians,Acteurs/actrices et comédiens/comédiennes,Actors & comedians,,4,1041,2011,331,,O
1047,"5136","Painters, sculptors and other visual artists","Peintres, sculpteurs/sculpteures et autres artistes des arts visuels","Painters, sculptors & other visual artists",,4,1041,2011,332,,O
1048,"52","Technical occupations in art, culture, recreation and sport",,"Technical occupations in art, culture, recreation & sport",,2,1029,2011,333,,
1049,"521","Technical occupations in libraries, public archives, museums and art galleries			 ",,"Technical occupations in libraries, public archives, museums & art galleries    ",,3,1048,2011,334,,
1050,"5211",Library and public archive technicians,Techniciens/techniciennes dans les bibliothèques et les services d'archives publiques,Library & public archive technicians,,4,1049,2011,335,,O
1051,"5212",Technical occupations related to museums and art galleries,Personnel technique des musées et des galeries d'art,Technical occupations related to museums & art galleries,,4,1049,2011,336,,O
1052,"522","Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",,"Photographers, graphic arts techs & technical & co-ordinating occupations in media & performing arts",,3,1048,2011,337,,
1053,"5221",Photographers,Photographes,Photographers,,4,1052,2011,338,,A
1054,"5222",Film and video camera operators,Cadreurs/cadreuses de films et cadreurs/cadreuses vidéo,Film & video camera operators,,4,1052,2011,339,,A
1055,"5223",Graphic arts technicians,Techniciens/techniciennes en graphisme,Graphic arts technicians,,4,1052,2011,340,,A
1056,"5224",Broadcast technicians,Techniciens/techniciennes en radiotélédiffusion,Broadcast technicians,,4,1052,2011,341,,A
1057,"5225",Audio and video recording technicians,Techniciens/techniciennes en enregistrement audio et vidéo,Audio & video recording technicians,,4,1052,2011,342,,A
1058,"5226","Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts","Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène","Other technical & co-ordinating occupations in motion pictures, broadcasting & the performing arts",,4,1052,2011,343,,A
1059,"5227","Support occupations in motion pictures, broadcasting, photography and the performing arts","Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène","Support occupations in motion pictures, broadcasting, photography & the performing arts",,4,1052,2011,344,,A
1060,"523","Announcers and other performers, n.e.c.								",,"Announcers & other performers, n.e.c.        ",,3,1048,2011,345,,
1061,"5231",Announcers and other broadcasters,Annonceurs/annonceuses et autres communicateurs/communicatrices,Announcers & other broadcasters,,4,1060,2011,346,,A
1062,"5232","Other performers, n.e.c.","Autres artistes de spectacle, n.c.a.","Other performers, n.e.c.",,4,1060,2011,347,,A
1063,"524",Creative designers and craftspersons								,,Creative designers & craftspersons        ,,3,1048,2011,348,,
1064,"5241",Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices,Graphic designers & illustrators,,4,1063,2011,349,,A
1065,"5242",Interior designers and interior decorators,Designers d'intérieur et décorateurs/décoratrices d'intérieur,Interior designers & interior decorators,,4,1063,2011,350,,A
1066,"5243","Theatre, fashion, exhibit and other creative designers","Ensembliers/ensemblières de théâtre, dessinateurs/dessinatrices de mode, concepteurs/conceptrices d'expositions et autres concepteurs/conceptrices artistiques","Theatre, fashion, exhibit & other creative designers",,4,1063,2011,351,,A
1067,"5244",Artisans and craftspersons,Artisans/artisanes,Artisans & craftspersons,,4,1063,2011,352,,A
1068,"5245","Patternmakers - textile, leather and fur products",Patronniers/patronnières de produits textiles et d'articles en cuir et en fourrure,"Patternmakers - textile, leather & fur products",,4,1063,2011,353,,A
1069,"525","Athletes, coaches, referees and related occupations						",,"Athletes, coaches, referees & related occupations      ",,3,1048,2011,354,,
1070,"5251",Athletes,Athlètes,Athletes,,4,1069,2011,355,,B
1071,"5252",Coaches,Entraîneurs/entraîneuses,Coaches,,4,1069,2011,356,,O
1072,"5253",Sports officials and referees,Arbitres et officiels/officielles de sports,Sports officials & referees,,4,1069,2011,357,,O
1073,"5254","Program leaders and instructors in recreation, sport and fitness","Animateurs/animatrices et responsables de programmes de sports, de loisirs et de conditionnement physique","Program leaders & instructors in recreation, sport & fitness",,4,1069,2011,358,,A
1074,"6",Sales and service occupations,,Sales & service occupations,,1,,2011,359,,
