Niveau,Structure hiérarchique,Code dela CNP 2021 v1.0,Titres de classes,Définitions de la classe
3,Sous-grand groupe,622,Personnel de services spécialisés,"Ce sous-grand groupe comprend le personnel de services spécialisés, y compris les chefs; les directeurs/directrices de funérailles et embaumeurs/embaumeuses; les bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé."
4,Sous-groupe,6220,Personnel spécialisées dans les services,"Ce sous-groupe comprend le personnel de services spécialisés, y compris les chefs; les directeurs/directrices de funérailles et embaumeurs/embaumeuses; les bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé. Ils/elles travaillent pour des restaurants, des hôtels, des centres hospitaliers et autres établissements de soins de santé, des services alimentaires centralisés, des clubs, et d'autres établissements semblables; sur des navires; dans des maisons funéraires; et dans les magasins de bijoux ou ateliers de réparations de bijoux; ou ils/elles peuvent être des travailleurs/travailleuses autonomes."
5,Groupe de base,62200,Chefs,"Les chefs planifient et dirigent les activités reliées à la préparation et à la cuisson des aliments, et qui préparent et font cuire des repas et les aliments de spécialité. Ils travaillent dans des restaurants, des hôtels, des centres hospitaliers et d'autres établissements de soins de santé, des services alimentaires centralisés, des clubs et des établissements semblables, et à bord de navires."
5,Groupe de base,62201,Directeurs/directrices de funérailles et embaumeurs/embaumeuses,Les directeurs de funérailles coordonnent et organisent tous les aspects des services funéraires. Les embaumeurs préparent la dépouille des personnes décédées pour les visites publiques et l'enterrement. Les directeurs de funérailles et les embaumeurs travaillent dans des salons funéraires.
5,Groupe de base,62202,"Bijoutiers/bijoutières, réparateurs/réparatrices de bijoux, horlogers-rhabilleurs/horlogères-rhabilleuses et personnel assimilé","Les bijoutiers et travailleurs des professions connexes fabriquent, montent, réparent et évaluent les bijoux de qualité. Les horlogers-rhabilleurs et le personnel assimilé réparent, nettoient, règlent et fabriquent des pièces d'horlogerie. Ils travaillent dans des fabriques de bijoux, d'horloges et de montres et des commerces de vente au détail, et dans des ateliers de réparation de bijoux et de montres, ou ils peuvent être des travailleurs autonomes."
2,Grand groupe,63,Personnel des ventes et des services,"Ce grand groupe comprend le personnel des ventes et des services. Ces professions viennent avec la Formation, études, expérience et responsabilités (FEER) identifiées comme FEER 3. Les professions du FEER 3, comme celles incluses dans ce grand groupe avec 3 comme deuxième chiffre dans leur code, exigent généralement l'achèvement d'un programme d'études postsecondaires de moins de deux ans dans un collège communautaire, un institut de technologie ou un cégep; ou l'achèvement d'un programme de formation en apprentissage de moins de deux ans; ou de la formation en cours d'emploi, cours de formation ou expérience de travail particulière de plus de six mois ou des études secondaires partielles; ou l'accumulation de plusieurs années d'expérience d'une profession connexe trouvée dans FEER 4, le cas échéant (FEER 4 inclut des professions avec 4 comme deuxième chiffre dans leur code)."
3,Sous-grand groupe,631,Personnel des ventes,"Ce sous-grand groupe comprend le personnel des ventes, y compris les agents/agentes et courtiers/courtières d'assurance; les agents/agentes et vendeurs/vendeuses en immobilier; et les représentants/représentantes des ventes financières."
4,Sous-groupe,6310,"Personnel de l'assurance, de l'immobilier et des ventes financières","Ce sous-groupe comprend le personnel des ventes, y compris les agents/agentes et courtiers/courtières d'assurance; les agents/agentes et vendeurs/vendeuses en immobilier; et les représentants/représentantes des ventes financières. Ils/elles travaillent pour des sociétés d'assurances, des maisons de courtage, des banques, des caisses populaires, des sociétés de fiducie et des institutions financières semblables; dans l'industrie de l'immobilier; ou ils/elles peuvent être des travailleurs/travailleuses autonomes."
5,Groupe de base,63100,Agents/agentes et courtiers/courtières d'assurance,"Les agents et les courtiers d'assurance vendent de l'assurance vie, de l'assurance automobile, de l'assurance sur les biens, de l'assurance maladie et d'autres types d'assurance à des particuliers, des entreprises et des établissements publics. Les agents d'assurance travaillent dans des compagnies d'assurance ou travaillent comme représentant indépendant de certaines compagnies d'assurance. Les courtiers d'assurance travaillent dans des compagnies de courtage ou peuvent être associés à d'autres courtiers ou être propriétaires uniques. Ce groupe de base comprend également les superviseurs d'agents d'assurance."
5,Groupe de base,63101,Agents/agentes et vendeurs/vendeuses en immobilier,"Les agents et les vendeurs en immobilier agissent à titre d'intermédiaire dans la vente ou l'achat de maisons, d'appartements, d'immeubles à usage commercial, de terrains et d'autres biens réels. Ils travaillent principalement dans le secteur immobilier."
5,Groupe de base,63102,Représentants/représentantes des ventes financières,"Les représentants des ventes financières vendent des produits et des services de base de dépôt, d'investissements ou de prêts aux particuliers et aux entreprises. Ils travaillent dans des banques, des caisses populaires, des sociétés de fiducie et d'autres établissements financiers semblables."
3,Sous-grand groupe,632,Personnel de services,"Ce sous-grand groupe comprend le personnel de services, y compris les cuisiniers/cuisinières, bouchers/bouchères et boulangers-pâtissiers/boulangères-pâtissières; les coiffeurs/coiffeuses et esthéticiens/esthéticiennes; les cordonniers/cordonnières, fabricants/fabricantes de chaussures et tapissiers-garnisseurs/tapissières-garnisseuses."
4,Sous-groupe,6320,"Cuisiniers/cuisinières, bouchers/bouchères et boulangers-pâtissiers/boulangères-pâtissières","Ce sous-groupe comprend les cuisiniers/cuisinières, bouchers/bouchères et les boulangers-pâtissiers/boulangères-pâtissières. Ils/elles travaillent pour des restaurants, des hôtels, des centres hospitaliers et autres établissements de soins de santé, des services alimentaires centralisés, des clubs, des établissements d'enseignement et d'autres établissements; sur des navires; dans des chantiers de construction et des camps de bûcherons; et pour des supermarchés, des épiceries, des boucheries, des poissonneries, des boulangeries, des traiteurs; ils/elles peuvent être des travailleurs/travailleuses autonomes."
